timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 25-- 2021 9:18:28 AM,21698,21782,22251,21782;22251;20923;21501;22033;,0.534062694,0.53,0.791,0.5164083225057183;0.6874940417183051;0.7911721815042208;0.641886932592492;0.530158433273991;0.3840739080175862;0.18724503975496526;,1697528375,1.70E+09,1697529938,1697529938;1697529417;1697528896;1697528375;1697527854;1697527333;1697526812;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.49568842,0.459,0.705,0.6705453841962741;0.704869867140247;0.47621555077078054;0.45901052854268737;0.4539645339918822;0.3199886814161817;0.3852243960023073;,23.57142857,23,25,23.0;23.0;23.0;23.0;24.0;25.0;24.0;,0,0,0,0;0;0;0;0;0;0;,2.516190476,0.773,10.707,0.37333333333333335;0.3066666666666667;0.3066666666666667;2.5733333333333333;2.5733333333333333;10.706666666666667;0.7733333333333333;,0.537040773,0.535,0.793,0.5197109741534718;0.6940130518868837;0.7926482017377487;0.6418946298303194;0.5349349938676793;0.3854817471718621;0.19060181192515258;
Jan 25-- 2021 9:20:43 AM,18528.6,19110,20016,19454;20016;17563;16500;19110;,0.488709798,0.553,0.642,0.6422287581079993;0.5977383813435909;0.4436654157027176;0.5528267359799024;0.2070896970578414;,1698193602,1.70E+09,1698194644,1698194644;1698194123;1698193602;1698193081;1698192560;,54,54,54,54.0;54.0;54.0;54.0;54.0;,0.513318064,0.451,0.684,0.6837649542304415;0.6155674517997698;0.45058129752268555;0.43922173344976634;0.3774548813793206;,24.4,24,25,24.0;24.0;25.0;24.0;25.0;,0,0,0,0;0;0;0;0;,2.069333333,0.747,4.547,0.32;0.3466666666666667;4.386666666666667;0.7466666666666667;4.546666666666667;,0.494021287,0.552,0.646,0.6464965388496947;0.6119577263900595;0.44870684011355755;0.5523940627111363;0.21055126479117858;
Jan 25-- 2021 9:23:06 AM,24207.8,26220,27330,26220;26814;27330;20017;20658;,0.549851178,0.613,0.733,0.716714540775969;0.6336226929748708;0.7330530654357328;0.6581578496072457;0.6361113043609905;0.5247725921266803;0.424339361775244;0.3829277310343947;0.5927796748105337;0.19603296603790873;,1698546558,1.70E+09,1698698123,1698698123;1698532728;1698531165;1698530644;1698530123;1698529602;1698529081;1698528560;1698528039;1698527518;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.39741243,0.339,0.772,0.16101331096734994;0.6607844227155975;0.5115983143462325;0.4988959574957227;0.3427408319703606;0.2751677395321103;0.33589166105671997;0.2695577487180861;0.14695973487759548;0.7715145823290891;,25.3,25,26,25.0;25.0;25.0;25.0;25.0;25.0;26.0;26.0;26.0;25.0;,0.1,0,1,0;0;0;0;0;0;1;0;0;0;,3.005333333,0.84,12.013,0.33333333333333337;0.37333333333333335;0.33333333333333337;0.84;0.84;0.8266666666666667;12.013333333333334;8.013333333333334;2.0;4.4799999999999995;,0.553424235,0.624,0.726,0.7221269963289481;0.6428542914585672;0.7264037721929033;0.6607171101808401;0.6430384451946358;0.5238648676314024;0.4287287563443742;0.38286569065259646;0.6045199607691683;0.19912245813572238;
Jan 25-- 2021 9:25:20 AM,21497.6,21329,22907,21969;22907;20439;20844;21329;,0.515903619,0.522,0.734,0.7342494894001493;0.6190419367090114;0.5012900326618893;0.5218548571895109;0.20308177676751946;,1699459669,1.70E+09,1699691535,1699691535;1699526140;1699360745;1699360224;1699359703;,54,54,54,54.0;54.0;54.0;54.0;54.0;,0.479693829,0.534,0.857,0.1560317798991758;0.2401723952381344;0.8573241920758377;0.6105158527958949;0.5344249233469783;,26,26,26,26.0;26.0;26.0;26.0;26.0;,0,0,0,0;0;0;0;0;,2.514666667,2.493,6.56,0.2533333333333333;0.4;6.5600000000000005;2.493333333333333;2.8666666666666667;,0.521281838,0.528,0.742,0.7421268801259356;0.6218940179917405;0.5082989303257851;0.5282694363827831;0.2058199241601636;
Jan 25-- 2021 11:03:11 PM,12331.8,12829,13813,12829;13313;13813;11266;10438;,0.094508811,0.119,0.14,0.11792605779708784;0.11982218401425143;0.13967113488101307;6.158690582488558E-4;,1700684947,1.70E+09,1700686510,1700686510;1700684947;1700684426;1700683905;,54,54,54,54.0;54.0;54.0;54.0;,0.21810626,0.262,0.327,0.30752731112867626;0.3267272943610276;0.21684940210074602;0.021321030990424854;,2.25,2,3,2.0;2.0;3.0;2.0;,0,0,0,0;0;0;0;,2.04,2.033,4.067,0.02666666666666667;0.04;4.066666666666666;4.026666666666666;,0.098890012,0.127,0.138,0.12593359155222195;0.12899828668952673;0.13822598951401;0.0024021804380022216;
Jan 25-- 2021 11:05:07 PM,13856.8,13860,15048,14094;15048;12922;13360;13860;,0.174792693,0.2,0.217,0.18927386033423274;0.21092494574722914;0.2162043238097347;0.18962939404639026;0.21719916713824047;0.025524469578666872;,1700689897,1.70E+09,1700691199,1700691199;1700690678;1700690157;1700689636;1700689115;1700688594;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0.207129607,0.184,0.333,0.21615136121704245;0.133047941332866;0.31636013203245367;0.15283005457376628;0.3334330096970305;0.09095514107649957;,3,3,3,3.0;3.0;3.0;3.0;3.0;3.0;,0,0,0,0;0;0;0;0;0;,3.051111111,2.04,8.04,0.04;0.04;0.04;6.1066666666666665;4.04;8.04;,0.176812958,0.205,0.221,0.1982644286963514;0.2109844822036192;0.2162593261897119;0.1875511059915551;0.220547709137227;0.027270697822666667;
Jan 25-- 2021 11:07:03 PM,14431.4,14000,16844,14000;14594;16844;13141;13578;,0.227765854,0.248,0.331,0.2553480103666208;0.19845080391012676;0.24813284410747946;0.2090732660442141;0.3102200811850892;0.33115935251225875;0.041976622170491903;,1700696037,1.70E+09,1700698493,1700698493;1700696930;1700696409;1700695888;1700695367;1700694846;1700694325;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.225026928,0.242,0.357,0.25892914968207026;0.3219985567617529;0.13171167859834587;0.13666712755377092;0.1275129839646543;0.24150262419958746;0.356866372572134;,4.428571429,4,7,4.0;4.0;4.0;4.0;4.0;4.0;7.0;,0,0,0,0;0;0;0;0;0;0;,1.499047619,0.107,4.053,0.06666666666666667;2.1866666666666665;4.053333333333333;3.9733333333333336;0.05333333333333334;0.10666666666666667;0.05333333333333334;,0.229799673,0.24,0.327,0.2595419615327923;0.1983668091437979;0.23970625481776853;0.22388872301044516;0.31631112176506593;0.32679814366681526;0.04398469662331972;
Jan 25-- 2021 11:09:01 PM,13419.8,14126,15189,14923;15189;14126;11079;11782;,0.22831494,0.258,0.344,0.27325699116522195;0.24322507362633916;0.3443083682563736;0.05246932534773992;,1700701619,1.70E+09,1700703182,1700703182;1700701619;1700701098;1700700577;,54,54,54,54.0;54.0;54.0;54.0;,0.286856595,0.271,0.418,0.29799440684994705;0.4181130072029582;0.18762616143011837;0.2436928063597264;,5,5,5,5.0;5.0;5.0;5.0;,0,0,0,0;0;0;0;,1.066666667,0.067,4.093,0.06666666666666667;0.04;0.06666666666666667;4.093333333333334;,0.231579584,0.265,0.341,0.2732689514239022;0.25726066115643387;0.34108829917995953;0.05470042613503168;
Jan 25-- 2021 11:11:02 PM,18376,18923,19641,19641;18033;18923;19423;15860;,0.332351461,0.35,0.471,0.35737635448407834;0.47137496519596167;0.3066198088366946;0.36366668702331656;0.43056259657171564;0.3429857235402923;0.3207232928661002;0.06550225694967064;,1700707155,1.70E+09,1700709434,1700709434;1700708392;1700707871;1700707350;1700706829;1700706308;1700705787;1700705266;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.437270143,0.4,0.581,0.40947861282401044;0.4970715627400461;0.5806418361386751;0.5452293855609969;0.33734707163289873;0.365803520150617;0.3904879015396519;0.372101256092232;,6,6,6,6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;,0,0,0,0;0;0;0;0;0;0;0;,3.108333333,3.1,6.16,0.12;4.08;4.08;2.12;2.106666666666667;2.106666666666667;6.16;4.093333333333334;,0.336139517,0.35,0.479,0.3572820462910266;0.4789273162140516;0.31777095804446753;0.354084540958587;0.4395132321427798;0.34661221860682956;0.3269174571662392;0.06800837001474558;
Jan 25-- 2021 11:13:03 PM,17878.2,17907,18235,17577;18235;17907;17563;18109;,0.38470885,0.402,0.527,0.48377029905476426;0.35544584037424803;0.4304322935238435;0.37406616460152586;0.46874750001333326;0.526658276866428;0.35123644927023917;0.0873139766201644;,1700713863,1.70E+09,1700715686,1700715686;1700715165;1700714644;1700714123;1700713602;1700713081;1700712560;1700712039;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.611453105,0.587,0.802,0.8018253293694889;0.5931185291482215;0.5813546044030553;0.6900090203233149;0.7176628129999542;0.5196769650936957;0.47942641943263165;0.5085511554541426;,7,7,7,7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;,0,0,0,0;0;0;0;0;0;0;0;,1.358333333,1.107,4.16,0.12;0.09333333333333334;2.0933333333333337;2.0933333333333337;0.09333333333333334;0.09333333333333334;4.16;2.12;,0.38752805,0.408,0.522,0.47812448495030624;0.36084968152887514;0.44912138360086556;0.3661656212025357;0.4819217985099704;0.5222539530530026;0.3514751982292202;0.09031227949890219;
Jan 25-- 2021 11:14:57 PM,18394,18485,19876,19469;19876;18485;16858;17282;,0.40057697,0.421,0.583,0.5828055529578088;0.423000321856245;0.4195417653619018;0.36525871378937724;0.4411529361406902;0.48892904217699223;0.37228828085688337;0.11163914878108913;,1700720636,1.70E+09,1700722459,1700722459;1700721938;1700721417;1700720896;1700720375;1700719854;1700719333;1700718812;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.427546161,0.303,0.759,0.3279496802658331;0.27849747337853187;0.2709308086658557;0.20087104218039886;0.13262731598032332;0.6999481608647562;0.7589926966509596;0.7505521087248691;,8,8,8,8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;,0,0,0,0;0;0;0;0;0;0;0;,2.156666667,2.107,4.44,0.10666666666666667;0.09333333333333334;2.106666666666667;2.106666666666667;0.10666666666666667;4.16;4.133333333333333;4.44;,0.404939562,0.424,0.589,0.5890674583158968;0.4229439719467022;0.42552939523930905;0.3751904487059323;0.43894001589123716;0.4971015566179508;0.3766335762396371;0.11411007494307857;
Jan 25-- 2021 11:16:51 PM,13450.2,13453,14391,14391;13250;14047;13453;12110;,0.433106105,0.521,0.543,0.5426700579806067;0.43908656185235073;0.520523266236611;0.5287331788596037;0.13451745956551048;,1700726731,1.70E+09,1700728190,1700728190;1700727148;1700726627;1700726106;1700725585;,54,54,54,54.0;54.0;54.0;54.0;54.0;,0.357955337,0.362,0.442,0.44211097319357945;0.37924089560415136;0.3155008708274601;0.3616084467384239;0.2913154982188814;,9.2,9,10,9.0;9.0;9.0;10.0;9.0;,0,0,0,0;0;0;0;0;,2.570666667,2.187,4.28,0.14666666666666667;4.12;2.1866666666666665;2.12;4.279999999999999;,0.439657984,0.528,0.542,0.5424253939533217;0.44572446675101707;0.5281587978128457;0.5288769738006437;0.1531042859014089;
Jan 25-- 2021 11:18:57 PM,18917,19205,19736,19704;19205;19736;17767;18173;,0.449766931,0.5,0.592,0.5733607105337225;0.5036356860275869;0.4966121699653968;0.5923411379735066;0.5163012366082456;0.38894315705085686;0.395756385998803;0.1311849670639441;,1700732619,1.70E+09,1700734442,1700734442;1700733921;1700733400;1700732879;1700732358;1700731837;1700731316;1700730795;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.599802133,0.678,0.735,0.09429643680805352;0.7322509657650295;0.7257095460047623;0.7352130809781731;0.601850726119158;0.5530130631108885;0.6400564600529189;0.7160267821047187;,10.125,10,11,10.0;10.0;10.0;10.0;10.0;11.0;10.0;10.0;,0,0,0,0;0;0;0;0;0;0;0;,4.896666667,5.147,8.147,0.13333333333333333;4.16;4.133333333333333;2.1333333333333333;8.146666666666667;8.146666666666667;6.133333333333333;6.1866666666666665;,0.453574004,0.5,0.597,0.5774521603909839;0.5019447826445658;0.49837154548949825;0.596978566129325;0.5161072968772413;0.4014230398032751;0.40158155259961215;0.13473308666815276;
Jan 25-- 2021 11:21:00 PM,18038.2,18407,20032,18407;20032;19282;15985;16485;,0.527805426,0.506,0.77,0.6386576805058233;0.7698144890780028;0.46542927323791905;0.755055421378735;0.527803252903064;0.43106659507287864;0.48486747989933376;0.1497492150975753;,1700739522,1.70E+09,1700742257,1700742257;1700740694;1700740173;1700739652;1700739131;1700738610;1700738089;1700737568;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.562009838,0.561,0.787,0.7873823121238257;0.7174777056423484;0.6138163636228985;0.6052819155602627;0.5109675863620438;0.5171096769564216;0.35190714134804696;0.3921360013160363;,11,11,11,11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;,0,0,0,0;0;0;0;0;0;0;0;,1.673333333,0.2,8.187,0.16;0.14666666666666667;0.21333333333333335;0.18666666666666668;0.18666666666666668;8.186666666666667;2.1466666666666665;2.16;,0.531574894,0.504,0.775,0.642080895783534;0.7750541864087537;0.46850975922189436;0.7584498965032865;0.526381871919684;0.4485734714475138;0.48087386603983695;0.15267520649179345;
Jan 25-- 2021 11:22:58 PM,14572.8,14642,15973,15973;14642;15043;13328;13878;,0.507824386,0.484,0.826,0.8263723198699077;0.46745595147349767;0.6412248746975311;0.47755107111220324;0.4913877945089389;0.14295430640498863;,1701075392,1.70E+09,1701076694,1701076694;1701076173;1701075652;1701075131;1701074610;1701074089;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0.450500164,0.443,0.527,0.5267065232102974;0.5175740550142692;0.45098467960719163;0.40123163688041596;0.4356856213906765;0.37081846555831866;,12,12,12,12.0;12.0;12.0;12.0;12.0;12.0;,0,0,0,0;0;0;0;0;0;,3.491111111,3.18,8.053,0.16;2.1999999999999997;0.16;6.213333333333333;4.16;8.053333333333333;,0.511319077,0.492,0.815,0.8153848397467288;0.4912339876986118;0.6435789434547666;0.4779459835965294;0.4933989026601612;0.14637180540516026;
Jan 25-- 2021 11:25:06 PM,15590.6,15913,17029,17029;15913;16347;14100;14564;,0.552421352,0.631,0.742,0.7417477077515663;0.6926194416307019;0.6564974315412949;0.46611333698483143;0.6050730658301174;0.15247712636904967;,1701081123,1.70E+09,1701082425,1701082425;1701081904;1701081383;1701080862;1701080341;1701079820;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0.77269848,0.791,0.884,0.8835336523372243;0.8472481996943644;0.8617255891950926;0.7347428641349647;0.5786697829061218;0.7302707894241991;,13.16666667,13,14,13.0;13.0;13.0;13.0;14.0;13.0;,0,0,0,0;0;0;0;0;0;,3.068888889,1.84,8.173,0.17333333333333334;1.5066666666666668;1.48;8.173333333333334;2.1733333333333333;4.906666666666667;,0.558415487,0.628,0.757,0.7565883353719915;0.708709957286763;0.6470663505661141;0.47391305192273525;0.6082706667629528;0.155944561682675;
Jan 25-- 2021 11:27:02 PM,14939.8,15091,16003,15148;16003;15091;14616;13841;,0.543471435,0.55,0.827,0.8270500089599482;0.6346849463103996;0.5504462955656299;0.5193186474127361;0.18585727833230847;,1701086593,1.70E+09,1701087635,1701087635;1701087114;1701086593;1701086072;1701085551;,54,54,54,54.0;54.0;54.0;54.0;54.0;,0.337711905,0.391,0.4,0.4002507974228655;0.39087208457352085;0.3918625984453507;0.2090638963564018;0.29651014876619086;,14,14,14,14.0;14.0;14.0;14.0;14.0;,0,0,0,0;0;0;0;0;,4.205333333,4.267,6.2,0.18666666666666668;4.266666666666667;4.186666666666667;6.1866666666666665;6.2;,0.547823555,0.546,0.832,0.8321927956405907;0.6430658711228794;0.5457661543387616;0.5277139597217053;0.19037899397169825;
Jan 25-- 2021 11:29:03 PM,15844.4,15204,18626,16829;18626;14719;15204;13844;,0.526330619,0.495,0.829,0.8287776695466826;0.6836703571451797;0.4742717230541804;0.4840791922256919;0.5064700532146252;0.18071471697682148;,1701092150,1.70E+09,1701093887,1701093887;1701092845;1701092324;1701091803;1701091282;1701090761;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0.507841749,0.536,0.861,0.29751718540344474;0.18110458531532256;0.10051029276100398;0.8609650983607308;0.7747967099642528;0.832156621766732;,15,15,15,15.0;15.0;15.0;15.0;15.0;15.0;,0,0,0,0;0;0;0;0;0;,2.148888889,2.24,3.96,0.2;2.36;2.2800000000000002;3.9600000000000004;1.8933333333333333;2.1999999999999997;,0.529019026,0.498,0.828,0.8278503566883333;0.680117539317393;0.48604430405622895;0.48810016454294647;0.5072183266019863;0.18478346321561478;
Jan 25-- 2021 11:31:10 PM,19483.2,20970,22111,21689;22111;20970;16112;16534;,0.58186798,0.634,0.847,0.6741868354296509;0.647077412458797;0.8471860993675665;0.621837888588065;0.7906417778836101;0.44708268306299515;0.45399176339539915;0.17293937909033819;,1701098641,1.70E+09,1701101702,1701101702;1701100660;1701099097;1701098576;1701098055;1701097534;1701097013;1701096492;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.481199166,0.478,0.838,0.24503339678912558;0.25821977834918886;0.18962771799423825;0.12393437158070336;0.6986585843560023;0.8383333594778586;0.7784686596005405;0.7173174582053938;,16,16,16,16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;,0,0,0,0;0;0;0;0;0;0;0;,2.225,0.247,8.24,0.21333333333333335;0.24;0.21333333333333335;0.2533333333333333;0.21333333333333335;8.24;4.213333333333334;4.213333333333334;,0.589185739,0.644,0.866,0.6762263654986449;0.6541010845708135;0.8663935900638964;0.6340265981570242;0.7994328214935503;0.4485639087102684;0.45825582577083424;0.1764857169603281;
Jan 25-- 2021 11:33:06 PM,16406.6,16313,18063,16313;18063;17235;14891;15531;,0.57519243,0.62,0.912,0.9116784404978052;0.6495672286892513;0.7043672392879092;0.4425946828051769;0.5104825493732109;0.6204760584309015;0.18718080915164947;,1701104828,1.70E+09,1701106391,1701106391;1701105870;1701105349;1701104828;1701104307;1701103786;1701103265;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.622841966,0.763,0.804,0.3030514907218649;0.1641828387908592;0.7979915256290109;0.8020820285962975;0.7631080108862581;0.8036616155057473;0.725816253436344;,17,17,17,17.0;17.0;17.0;17.0;17.0;17.0;17.0;,0,0,0,0;0;0;0;0;0;0;,2.24,2.333,6.227,0.22666666666666668;0.13333333333333333;2.44;2.3333333333333335;6.226666666666667;0.09333333333333334;4.226666666666667;,0.581211458,0.624,0.924,0.923913572775146;0.6498455054933178;0.7204631984112742;0.44675664649352886;0.5118580007032318;0.624417763162852;0.19122551758766915;
Jan 25-- 2021 11:35:17 PM,21676.2,22011,22677,22374;20108;21211;22011;22677;,0.588403301,0.555,0.823,0.6977558084434683;0.5550024729903643;0.5488118107715529;0.7641989876437262;0.8232250322857747;0.7524882952824502;0.4639777175372655;0.482184413463315;0.20798517080184234;,1701423219,1.70E+09,1701443858,1701443858;1701443337;1701442816;1701442295;1701441349;1701440828;1701440307;1701439786;1701274391;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.303935506,0.294,0.525,0.4722016593765248;0.3905728302031416;0.525264144992187;0.32613386306528497;0.26631940163320833;0.293897508775653;0.21389540171685967;0.13248940585621874;0.11464533960754061;,18.11111111,18,19,18.0;18.0;19.0;18.0;18.0;18.0;18.0;18.0;18.0;,0.111111111,0,1,0;0;1;0;0;0;0;0;0;,2.814814815,2.587,6.627,0.24;0.32;4.213333333333334;0.24;0.24;6.626666666666667;6.626666666666667;2.5866666666666664;4.24;,0.592412786,0.561,0.83,0.7017656625201305;0.5610307538361772;0.5457730043610016;0.7684675747812745;0.8295470126583768;0.7560481028268984;0.47443981780186895;0.4830381291447482;0.2116050170877969;
Jan 25-- 2021 11:37:29 PM,18453.8,18646,19705,19705;18259;18646;19169;16490;,0.605043476,0.649,0.86,0.7337564650101716;0.8091322121647583;0.8603514153895389;0.7011678090092611;0.5971113013719889;0.44946331928896305;0.5000647005913637;0.1893005839985198;,1701613747,1.70E+09,1701616026,1701616026;1701614984;1701614463;1701613942;1701613421;1701612900;1701612379;1701611858;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.483657892,0.499,0.57,0.553601728700642;0.47427044389533957;0.5703400791083637;0.4948745575690945;0.5021842397340807;0.5162905744546107;0.3645735974258251;0.39312791387552815;,19,19,19,19.0;19.0;19.0;19.0;19.0;19.0;19.0;19.0;,0,0,0,0;0;0;0;0;0;0;0;,2.526666667,2.28,8.253,0.2533333333333333;0.2533333333333333;2.32;2.32;2.2933333333333334;8.253333333333334;2.2533333333333334;2.2666666666666666;,0.613717099,0.659,0.875,0.7425624195390066;0.8319907681208111;0.874799648553381;0.7010645971077749;0.615998038707777;0.44923182389787264;0.5018330903042927;0.19225640485086049;
Jan 25-- 2021 11:39:38 PM,18767.2,18924,19550,19550;18563;19208;17591;18924;,0.627473442,0.613,0.9,0.8931739192764667;0.9002784387897045;0.6174612339533295;0.529917852302218;0.6084235503873385;0.2155856591100446;,1701784808,1.70E+09,1701786110,1701786110;1701785589;1701785068;1701784547;1701784026;1701783505;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0.492898688,0.517,0.614,0.6007147123420129;0.6138152060416858;0.5810966399404238;0.3623268704126999;0.4531339253946784;0.34630477212808275;,20.66666667,20.5,22,20.0;20.0;21.0;21.0;22.0;20.0;,0,0,0,0;0;0;0;0;0;,1.9,1.407,4.147,0.26666666666666666;0.02666666666666667;2.52;0.29333333333333333;4.1466666666666665;4.1466666666666665;,0.634369395,0.622,0.903,0.8988645453142756;0.9030900985223376;0.6273251903542263;0.5410244833346944;0.6170291121952354;0.21888293764369204;
Jan 25-- 2021 11:41:52 PM,18835.6,18500,20485,19551;18500;20485;17615;18027;,0.591314713,0.618,0.909,0.9086462973999907;0.7683192526462754;0.6592398665248774;0.5765337280526238;0.4386359401753672;0.19651319483120908;,1701955413,1.70E+09,1701956715,1701956715;1701956194;1701955673;1701955152;1701954631;1701954110;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0.509634887,0.503,0.588,0.5877477491290715;0.506699781320226;0.5843935626519956;0.5002963155240927;0.4087096635379168;0.4699622473309713;,21.16666667,21,22,21.0;21.0;21.0;21.0;21.0;22.0;,0,0,0,0;0;0;0;0;0;,3.653333333,3.313,6.453,0.27999999999999997;2.3466666666666667;2.2800000000000002;6.453333333333333;4.279999999999999;6.279999999999999;,0.598191326,0.625,0.916,0.9158660528050998;0.7801955520174595;0.6705571694461504;0.5797428406489362;0.4426029344914998;0.2001834049408011;
Jan 25-- 2021 11:44:07 PM,19474.6,19756,20858,19756;20179;20858;18071;18509;,0.614659792,0.592,0.898,0.8975978882650915;0.6543354829782553;0.8857962401291559;0.8012808086578347;0.529924699681382;0.49908763462060707;0.4388511127746186;0.2104044689088877;,1702126539,1.70E+09,1702128362,1702128362;1702127841;1702127320;1702126799;1702126278;1702125757;1702125236;1702124715;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.477765628,0.416,0.732,0.7318539034773234;0.5209365514193466;0.5938015548198893;0.4197500383072337;0.3562539941210515;0.4096151138541193;0.3771183637498195;0.41279550386929137;,22,22,22,22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;,0,0,0,0;0;0;0;0;0;0;0;,2.783333333,1.32,8.307,0.29333333333333333;0.33333333333333337;0.29333333333333333;0.12;8.306666666666667;2.3066666666666666;6.293333333333333;4.32;,0.618411679,0.592,0.902,0.9015967099953913;0.6526232047778406;0.8858033116843661;0.815512630802511;0.5316273402398018;0.5076025481491062;0.4385548516729576;0.2139728360556422;
Jan 25-- 2021 11:46:20 PM,20927,21190,22182,22182;21190;21832;19411;20020;,0.696860976,0.872,0.915,0.9148638975856556;0.9128071937317199;0.8796669561024028;0.8715546016281279;0.6066845231045062;0.5099425966314308;0.4421605831679446;0.9139281721344481;0.22014025783402333;,1702133572,1.70E+09,1702135656,1702135656;1702135135;1702134614;1702134093;1702133572;1702133051;1702132530;1702132009;1702131488;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.647621718,0.658,0.819,0.8192018385575068;0.711410159778369;0.7074969767224886;0.5870225879152008;0.7420878876200723;0.6584653455712464;0.5809266259825107;0.6101307030643089;0.41185333666466617;,23,23,23,23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;,0,0,0,0;0;0;0;0;0;0;0;0;,2.727407407,0.68,8.68,0.3066666666666667;0.18666666666666668;0.6799999999999999;0.6799999999999999;0.6533333333333333;8.68;4.666666666666667;4.346666666666667;4.346666666666667;,0.702473259,0.873,0.933,0.9202890861509527;0.9177651597860867;0.8810848438553527;0.8734610956133695;0.6116084699491624;0.5101043348867476;0.4510860998861791;0.9327820721117639;0.22407816663865066;
Jan 25-- 2021 11:48:27 PM,20729.6,20988,22584,22584;20988;21575;18954;19547;,0.691490897,0.682,0.956,0.9563603602591882;0.9089390546814574;0.8907686181145945;0.6091203090103335;0.5961812894933232;0.578259513562072;0.7549040749774015;0.23739395848893552;,1702140606,1.70E+09,1702142429,1702142429;1702141908;1702141387;1702140866;1702140345;1702139824;1702139303;1702138782;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.5561798,0.564,0.729,0.7285492238129189;0.6411807491521168;0.5911638860419245;0.48861127016999184;0.5571409693084437;0.5715483069777664;0.37913153582819087;0.49211246092467764;,24,24,24,24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;,0,0,0,0;0;0;0;0;0;0;0;,2.891666667,1.453,6.373,0.32;1.4533333333333334;1.4533333333333334;1.4533333333333334;1.4266666666666667;6.32;6.373333333333334;4.333333333333334;,0.704922179,0.693,0.963,0.9634436702719513;0.9475315711539394;0.9053406334923502;0.6267116862851274;0.5948455022221232;0.6005755030276672;0.7583481064033275;0.24258076194000233;
Jan 25-- 2021 11:50:49 PM,20525.8,19826,23031,22534;23031;19826;18187;19051;,0.687010006,0.739,0.917,0.7643625213364694;0.9169796220431585;0.821571057276677;0.5628915683895903;0.7133467096206254;0.6828430027464605;0.7866369872505046;0.24744857970081163;,1702312448,1.70E+09,1702315639,1702315639;1702313555;1702313034;1702312513;1702311992;1702311471;1702310950;1702310429;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.52105533,0.477,0.749,0.29172705963659096;0.639500205870446;0.7490642870481485;0.7109133748278891;0.4975204076776248;0.45636274720797687;0.4322290775646485;0.39112547774853096;,25.375,25,26,25.0;25.0;25.0;25.0;26.0;25.0;26.0;26.0;,0,0,0,0;0;0;0;0;0;0;0;,3.088333333,3.34,6.36,0.33333333333333337;0.33333333333333337;0.27999999999999997;6.36;6.346666666666668;4.346666666666667;2.3333333333333335;4.373333333333333;,0.693937773,0.746,0.913,0.7767139228946773;0.9132253435681369;0.8357869627869923;0.561784317797168;0.7143799710838791;0.7071749737485244;0.790728402441671;0.2517082877445602;
